Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account

Lend Lease,Lend Lease - ODM,TB-01-01-03-AH/01-01,Labourer - outside working hours,Per Hour," $	75.53 ",Labourer - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-01-04/01-01,Plant Operator,Per hour," $	83.48 ",Plant Operator,45403

Lend Lease,Lend Lease - ODM,TB-01-01-04-AH/01-01,Plant Operator – outside working hours,Per Hour," $	108.52 ",Plant Operator – outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-01-05/01-01,Advanced pole inspector (inclusive plant and equipment),Per hour," $	32.65 ",Advanced pole inspector (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-01-05-AH/01-01,Advanced pole inspector (inclusive plant and equipment)  - outside working hours,Per Hour," $	100.03 ",Advanced pole inspector (inclusive plant and equipment)  - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-01-06/01-01,Telecommunication Technician (inclusive plant and equipment),Per hour," $	50.74 ",Telecommunication Technician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-01-06-AH/01-01,Telecommunication Technician  (inclusive plant and equipment) - outside working hours,Per Hour," $	112.70 ",Telecommunication Technician  (inclusive plant and equipment) - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-01-07/01-01,Designer,Per hour," $	34.57 ",Designer,45403

Lend Lease,Lend Lease - ODM,TB-01-01-07-AH/01-01,Designer - outside working hours,Per Hour," $	121.91 ",Designer - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-01-08/01-01,Copper Technician (inclusive plant and equipment),Per hour," $	53.72 ",Copper Technician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-01-08-AH/01-01,"Copper Technician (inclusive plant and equipment)
– outside working hours",Per Hour," $	105.19 ","Copper Technician (inclusive plant and equipment)
– outside working hours",45403

Lend Lease,Lend Lease - ODM,TB-01-02-01/01-01,Third party damage report,Per hour," $	69.62 ",Third party damage report,45403

Lend Lease,Lend Lease - ODM,TB-01-03-01/01-01,Electrician (inclusive plant and equipment),Per hour," $	67.61 ",Electrician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-03-01-AH/01-01,Electrician (inclusive plant and equipment) – outside working hours,Per hour," $	91.93 ",Electrician (inclusive plant and equipment) – outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-03-02/01-01,Fibre Technician (inclusive plant and equipment),Per hour," $	58.10 ",Fibre Technician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-03-02-AH/01-01,Fibre Technician (inclusive plant and equipment) – outside working hours,Per hour," $	83.48 ",Fibre Technician (inclusive plant and equipment) – outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-03-03/01-01,Labourer,Per hour," $	58.09 ",Labourer,45403

Lend Lease,Lend Lease - ODM,TB-01-03-03-AH/01-01,Labourer - outside working hours,Per hour," $	75.53 ",Labourer - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-03-04/01-01,Plant Operator,Per hour," $	83.48 ",Plant Operator,45403

Lend Lease,Lend Lease - ODM,TB-01-03-04-AH/01-01,Plant Operator – outside working hours,Per hour," $	108.52 ",Plant Operator – outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-03-05/01-01,Advanced pole inspector (inclusive plant and equipment),Per hour," $	32.65 ",Advanced pole inspector (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-03-05-AH/01-01,Advanced pole inspector (inclusive plant and equipment)  - outside working hours,Per hour," $	100.03 ",Advanced pole inspector (inclusive plant and equipment)  - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-03-06/01-01,Telecommunication Technician (inclusive plant and equipment),Per hour," $	50.74 ",Telecommunication Technician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-03-06-AH/01-01,Telecommunication Technician (inclusive plant and equipment) - outside working hours,Per hour," $	112.70 ",Telecommunication Technician (inclusive plant and equipment) - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-03-07/01-01,Designer,Per hour," $	34.57 ",Designer,45403

Lend Lease,Lend Lease - ODM,TB-01-03-07-AH/01-01,Designer - outside working hours,Per hour," $	121.91 ",Designer - outside working hours,45403

Lend Lease,Lend Lease - ODM,TB-01-03-08/01-01,Copper Technician (inclusive plant and equipment),Per hour," $	53.72 ",Copper Technician (inclusive plant and equipment),45403

Lend Lease,Lend Lease - ODM,TB-01-03-08-AH/01-01,"Copper Technician (inclusive plant and equipment) – outside working hours",Per hour," $	105.19 ","Copper Technician (inclusive plant and equipment) – outside working hours",45403

Lend Lease,Lend Lease - ODM,TB-02-02-01/01-01,Provision of float charges for the movement of large plant and equipment between work sites,Per km," $	4.16 ",Provision of float charges for the movement of large plant and equipment between work sites,45403

Lend Lease,Lend Lease - ODM,TB-02-02-02/01-01,Single-axle tipper truck 5 tonne load,Per Day," $	196.46 ",Single-axle tipper truck 5 tonne load,45403

Lend Lease,Lend Lease - ODM,TB-02-02-03/01-01,EWP truck mounted up to 12m,Per Day," $	578.98 ",EWP truck mounted up to 12m,45403

Lend Lease,Lend Lease - ODM,TB-02-02-04/01-01,Fully equipped vehicle for electrical technician,Per Day," $	99.36 ",Fully equipped vehicle for electrical technician,45403

Lend Lease,Lend Lease - ODM,TB-02-02-05/01-01,Fully equipped vehicle for fibre technician,Per Day," $	99.36 ",Fully equipped vehicle for fibre technician,45403

Lend Lease,Lend Lease - ODM,TB-02-02-06/01-01,Bobcat with 4-in-1 bucket,Per Day," $	353.64 ",Bobcat with 4-in-1 bucket,45403

Lend Lease,Lend Lease - ODM,TB-02-02-07/01-01,"Backhoe, JCB3CX or equivalent",Per Day," $	510.82 ","Backhoe, JCB3CX or equivalent",45403

Lend Lease,Lend Lease - ODM,TB-02-02-08/01-01,Excavators up to 10 tonnes,Per Day," $	510.82 ",Excavators up to 10 tonnes,45403

Lend Lease,Lend Lease - ODM,TB-02-02-09/01-01,Excavators 10 to 15 tonnes,Per Day," $	615.86 ",Excavators 10 to 15 tonnes,45403

Lend Lease,Lend Lease - ODM,TB-02-02-10/01-01,Excavators up to 10 tonnes fitted with rock breaker,Per Day," $	776.32 ",Excavators up to 10 tonnes fitted with rock breaker,45403

Lend Lease,Lend Lease - ODM,TB-02-02-11/01-01,Double-axle tipper truck 9 tonne load,Per Day," $	286.06 ",Double-axle tipper truck 9 tonne load,45403

Lend Lease,Lend Lease - ODM,TB-02-02-12/01-01,Dozer (306 - 400 kw),Per Day," $	1436.72 ",Dozer (306 - 400 kw),45403

Lend Lease,Lend Lease - ODM,TB-02-02-13/01-01,Scissor Lift,Per Day," $	244.38 ",Scissor Lift,45403

Lend Lease,Lend Lease - ODM,TB-02-02-14/01-01,Vac Truck,Per Day," $	1400.28 ",Vac Truck,45403
